MeanOrient_AGhipX,MeanOrient_AGhipY,MeanOrient_AGhipZ,VarOrient_AGhipX,VarOrient_AGhipY,VarOrient_AGhipZ,Mean_AGhipX,Mean_AGhipY,Mean_AGhipZ,Var_AGhipX,Var_AGhipY,Var_AGhipZ,Cov_AGhipX,Cov_AGhipY,Cov_AGhipZ,Max_AGhipX,Max_AGhipY,Max_AGhipZ,Min_AGhipX,Min_AGhipY,Min_AGhipZ,TenPct_AGhipX,TenPct_AGhipY,TenPct_AGhipZ,TwentyFivePct_AGhipX,TwentyFivePct_AGhipY,TwentyFivePct_AGhipZ,FiftyPct_AGhipX,FiftyPct_AGhipY,FiftyPct_AGhipZ,SeventyFivePct_AGhipX,SeventyFivePct_AGhipY,SeventyFivePct_AGhipZ,NinetyPct_AGhipX,NinetyPct_AGhipY,NinetyPct_AGhipZ,MeanOrient_AGthighX,MeanOrient_AGthighY,MeanOrient_AGthighZ,VarOrient_AGthighX,VarOrient_AGthighY,VarOrient_AGthighZ,Mean_AGthighX,Mean_AGthighY,Mean_AGthighZ,Var_AGthighX,Var_AGthighY,Var_AGthighZ,Cov_AGthighX,Cov_AGthighY,Cov_AGthighZ,Max_AGthighX,Max_AGthighY,Max_AGthighZ,Min_AGthighX,Min_AGthighY,Min_AGthighZ,TenPct_AGthighX,TenPct_AGthighY,TenPct_AGthighZ,TwentyFivePct_AGthighX,TwentyFivePct_AGthighY,TwentyFivePct_AGthighZ,FiftyPct_AGthighX,FiftyPct_AGthighY,FiftyPct_AGthighZ,SeventyFivePct_AGthighX,SeventyFivePct_AGthighY,SeventyFivePct_AGthighZ,NinetyPct_AGthighX,NinetyPct_AGthighY,NinetyPct_AGthighZ,MeanOrient_GEleftX,MeanOrient_GEleftY,MeanOrient_GEleftZ,VarOrient_GEleftX,VarOrient_GEleftY,VarOrient_GEleftZ,Mean_GEleftX,Mean_GEleftY,Mean_GEleftZ,Var_GEleftX,Var_GEleftY,Var_GEleftZ,Cov_GEleftX,Cov_GEleftY,Cov_GEleftZ,Max_GEleftX,Max_GEleftY,Max_GEleftZ,Min_GEleftX,Min_GEleftY,Min_GEleftZ,TenPct_GEleftX,TenPct_GEleftY,TenPct_GEleftZ,TwentyFivePct_GEleftX,TwentyFivePct_GEleftY,TwentyFivePct_GEleftZ,FiftyPct_GEleftX,FiftyPct_GEleftY,FiftyPct_GEleftZ,SeventyFivePct_GEleftX,SeventyFivePct_GEleftY,SeventyFivePct_GEleftZ,NinetyPct_GEleftX,NinetyPct_GEleftY,NinetyPct_GEleftZ,MeanOrient_GErightX,MeanOrient_GErightY,MeanOrient_GErightZ,VarOrient_GErightX,VarOrient_GErightY,VarOrient_GErightZ,Mean_GErightX,Mean_GErightY,Mean_GErightZ,Var_GErightX,Var_GErightY,Var_GErightZ,Cov_GErightX,Cov_GErightY,Cov_GErightZ,Max_GErightX,Max_GErightY,Max_GErightZ,Min_GErightX,Min_GErightY,Min_GErightZ,TenPct_GErightX,TenPct_GErightY,TenPct_GErightZ,TwentyFivePct_GErightX,TwentyFivePct_GErightY,TwentyFivePct_GErightZ,FiftyPct_GErightX,FiftyPct_GErightY,FiftyPct_GErightZ,SeventyFivePct_GErightX,SeventyFivePct_GErightY,SeventyFivePct_GErightZ,NinetyPct_GErightX,NinetyPct_GErightY,NinetyPct_GErightZ
1.58,-0.11,-1.86,0.84,0.76,-1.53,-3.87E-01,9.26E-02,-9.21E-01,0.00E+00,5.92E-02,6.68E-02,2.88E-02,2.96E-02,3.34E-02,-4.74E-01,1.95E-02,-1.06E+00,-4.74E-01,1.95E-02,-1.06E+00,-4.23E-01,6.23E-02,-9.51E-01,-4.04E-01,7.01E-02,-9.35E-01,-3.88E-01,8.56E-02,-9.23E-01,-3.72E-01,1.09E-01,-9.07E-01,-3.53E-01,1.36E-01,-8.91E-01,1.58,-0.11,-1.86,0.84,0.76,-1.53,-3.87E-01,9.26E-02,-9.21E-01,0.00E+00,5.92E-02,6.68E-02,2.88E-02,2.96E-02,3.34E-02,-4.74E-01,1.95E-02,-1.06E+00,-4.74E-01,1.95E-02,-1.06E+00,-4.23E-01,6.23E-02,-9.51E-01,-4.04E-01,7.01E-02,-9.35E-01,-3.88E-01,8.56E-02,-9.23E-01,-3.72E-01,1.09E-01,-9.07E-01,-3.53E-01,1.36E-01,-8.91E-01,1.58,-0.11,-1.86,0.84,0.76,-1.53,-3.87E-01,9.26E-02,-9.21E-01,0.00E+00,5.92E-02,6.68E-02,2.88E-02,2.96E-02,3.34E-02,-4.74E-01,1.95E-02,-1.06E+00,-4.74E-01,1.95E-02,-1.06E+00,-4.23E-01,6.23E-02,-9.51E-01,-4.04E-01,7.01E-02,-9.35E-01,-3.88E-01,8.56E-02,-9.23E-01,-3.72E-01,1.09E-01,-9.07E-01,-3.53E-01,1.36E-01,-8.91E-01,1.58,-0.11,-1.86,0.84,0.76,-1.53,-3.87E-01,9.26E-02,-9.21E-01,0.00E+00,5.92E-02,6.68E-02,2.88E-02,2.96E-02,3.34E-02,-4.74E-01,1.95E-02,-1.06E+00,-4.74E-01,1.95E-02,-1.06E+00,-4.23E-01,6.23E-02,-9.51E-01,-4.04E-01,7.01E-02,-9.35E-01,-3.88E-01,8.56E-02,-9.23E-01,-3.72E-01,1.09E-01,-9.07E-01,-3.53E-01,1.36E-01,-8.91E-01
-1.32,0.25,-0.63,-0.32,-1.34,1.04,-9.92E-01,-4.12E-01,1.10E-02,1.47E+00,8.39E-01,2.42E-01,1.47E+00,8.39E-01,2.42E-01,-5.10E+00,-3.54E+00,-1.33E+00,-5.10E+00,-3.54E+00,-1.33E+00,-3.21E+00,-1.47E+00,-2.26E-01,-1.98E+00,-8.83E-01,-1.07E-01,-6.46E-01,-5.99E-01,6.90E-03,1.03E-01,3.85E-01,1.29E-01,7.47E-01,6.65E-01,2.59E-01,-1.32,0.25,-0.63,-0.32,-1.34,1.04,-9.92E-01,-4.12E-01,1.10E-02,1.47E+00,8.39E-01,2.42E-01,1.47E+00,8.39E-01,2.42E-01,-5.10E+00,-3.54E+00,-1.33E+00,-5.10E+00,-3.54E+00,-1.33E+00,-3.21E+00,-1.47E+00,-2.26E-01,-1.98E+00,-8.83E-01,-1.07E-01,-6.46E-01,-5.99E-01,6.90E-03,1.03E-01,3.85E-01,1.29E-01,7.47E-01,6.65E-01,2.59E-01,-1.32,0.25,-0.63,-0.32,-1.34,1.04,-9.92E-01,-4.12E-01,1.10E-02,1.47E+00,8.39E-01,2.42E-01,1.47E+00,8.39E-01,2.42E-01,-5.10E+00,-3.54E+00,-1.33E+00,-5.10E+00,-3.54E+00,-1.33E+00,-3.21E+00,-1.47E+00,-2.26E-01,-1.98E+00,-8.83E-01,-1.07E-01,-6.46E-01,-5.99E-01,6.90E-03,1.03E-01,3.85E-01,1.29E-01,7.47E-01,6.65E-01,2.59E-01,-1.32,0.25,-0.63,-0.32,-1.34,1.04,-9.92E-01,-4.12E-01,1.10E-02,1.47E+00,8.39E-01,2.42E-01,1.47E+00,8.39E-01,2.42E-01,-5.10E+00,-3.54E+00,-1.33E+00,-5.10E+00,-3.54E+00,-1.33E+00,-3.21E+00,-1.47E+00,-2.26E-01,-1.98E+00,-8.83E-01,-1.07E-01,-6.46E-01,-5.99E-01,6.90E-03,1.03E-01,3.85E-01,1.29E-01,7.47E-01,6.65E-01,2.59E-01
-0.9,1.44,-0.34,0.11,0.08,-0.41,-9.21E-01,-1.63E-01,5.71E-02,1.30E+00,9.63E-01,2.04E-01,1.30E+00,9.63E-01,2.04E-01,-4.84E+00,-2.54E+00,-6.94E-01,-4.84E+00,-2.54E+00,-6.94E-01,-2.91E+00,-1.16E+00,-1.74E-01,-1.76E+00,-7.35E-01,-7.57E-02,-6.07E-01,-3.66E-01,4.24E-02,9.70E-03,4.83E-01,1.61E-01,5.99E-01,8.37E-01,3.26E-01,-0.9,1.44,-0.34,0.11,0.08,-0.41,-9.21E-01,-1.63E-01,5.71E-02,1.30E+00,9.63E-01,2.04E-01,1.30E+00,9.63E-01,2.04E-01,-4.84E+00,-2.54E+00,-6.94E-01,-4.84E+00,-2.54E+00,-6.94E-01,-2.91E+00,-1.16E+00,-1.74E-01,-1.76E+00,-7.35E-01,-7.57E-02,-6.07E-01,-3.66E-01,4.24E-02,9.70E-03,4.83E-01,1.61E-01,5.99E-01,8.37E-01,3.26E-01,-0.9,1.44,-0.34,0.11,0.08,-0.41,-9.21E-01,-1.63E-01,5.71E-02,1.30E+00,9.63E-01,2.04E-01,1.30E+00,9.63E-01,2.04E-01,-4.84E+00,-2.54E+00,-6.94E-01,-4.84E+00,-2.54E+00,-6.94E-01,-2.91E+00,-1.16E+00,-1.74E-01,-1.76E+00,-7.35E-01,-7.57E-02,-6.07E-01,-3.66E-01,4.24E-02,9.70E-03,4.83E-01,1.61E-01,5.99E-01,8.37E-01,3.26E-01,-0.9,1.44,-0.34,0.11,0.08,-0.41,-9.21E-01,-1.63E-01,5.71E-02,1.30E+00,9.63E-01,2.04E-01,1.30E+00,9.63E-01,2.04E-01,-4.84E+00,-2.54E+00,-6.94E-01,-4.84E+00,-2.54E+00,-6.94E-01,-2.91E+00,-1.16E+00,-1.74E-01,-1.76E+00,-7.35E-01,-7.57E-02,-6.07E-01,-3.66E-01,4.24E-02,9.70E-03,4.83E-01,1.61E-01,5.99E-01,8.37E-01,3.26E-01
-1.13,-1.18,-0.69,0.05,1.19,-0.61,-9.56E-01,-3.41E-01,-1.86E-03,2.56E+00,0.00E+00,2.29E-01,1.28E+00,7.88E-01,2.29E-01,-4.55E+00,-2.89E+00,-1.72E+00,-4.55E+00,-2.89E+00,-1.72E+00,-2.88E+00,-1.21E+00,-2.22E-01,-1.83E+00,-8.17E-01,-1.03E-01,-7.78E-01,-5.33E-01,-8.70E-03,3.70E-02,3.62E-01,1.09E-01,6.07E-01,6.30E-01,2.63E-01,-1.13,-1.18,-0.69,0.05,1.19,-0.61,-9.56E-01,-3.41E-01,-1.86E-03,2.56E+00,0.00E+00,2.29E-01,1.28E+00,7.88E-01,2.29E-01,-4.55E+00,-2.89E+00,-1.72E+00,-4.55E+00,-2.89E+00,-1.72E+00,-2.88E+00,-1.21E+00,-2.22E-01,-1.83E+00,-8.17E-01,-1.03E-01,-7.78E-01,-5.33E-01,-8.70E-03,3.70E-02,3.62E-01,1.09E-01,6.07E-01,6.30E-01,2.63E-01,-1.13,-1.18,-0.69,0.05,1.19,-0.61,-9.56E-01,-3.41E-01,-1.86E-03,2.56E+00,0.00E+00,2.29E-01,1.28E+00,7.88E-01,2.29E-01,-4.55E+00,-2.89E+00,-1.72E+00,-4.55E+00,-2.89E+00,-1.72E+00,-2.88E+00,-1.21E+00,-2.22E-01,-1.83E+00,-8.17E-01,-1.03E-01,-7.78E-01,-5.33E-01,-8.70E-03,3.70E-02,3.62E-01,1.09E-01,6.07E-01,6.30E-01,2.63E-01,-1.13,-1.18,-0.69,0.05,1.19,-0.61,-9.56E-01,-3.41E-01,-1.86E-03,2.56E+00,0.00E+00,2.29E-01,1.28E+00,7.88E-01,2.29E-01,-4.55E+00,-2.89E+00,-1.72E+00,-4.55E+00,-2.89E+00,-1.72E+00,-2.88E+00,-1.21E+00,-2.22E-01,-1.83E+00,-8.17E-01,-1.03E-01,-7.78E-01,-5.33E-01,-8.70E-03,3.70E-02,3.62E-01,1.09E-01,6.07E-01,6.30E-01,2.63E-01
1.08,0.24,0.03,1.33,-1.29,-0.24,-9.75E-01,-3.83E-01,-1.15E-02,2.56E+00,6.99E-01,0.00E+00,1.28E+00,6.99E-01,2.22E-01,-4.61E+00,-2.57E+00,-9.07E-01,-4.61E+00,-2.57E+00,-9.07E-01,-2.85E+00,-1.19E+00,-2.73E-01,-1.91E+00,-7.82E-01,-1.35E-01,-7.74E-01,-5.52E-01,-1.27E-02,1.75E-02,2.65E-01,1.09E-01,6.26E-01,5.80E-01,2.51E-01,1.08,0.24,0.03,1.33,-1.29,-0.24,-9.75E-01,-3.83E-01,-1.15E-02,2.56E+00,6.99E-01,0.00E+00,1.28E+00,6.99E-01,2.22E-01,-4.61E+00,-2.57E+00,-9.07E-01,-4.61E+00,-2.57E+00,-9.07E-01,-2.85E+00,-1.19E+00,-2.73E-01,-1.91E+00,-7.82E-01,-1.35E-01,-7.74E-01,-5.52E-01,-1.27E-02,1.75E-02,2.65E-01,1.09E-01,6.26E-01,5.80E-01,2.51E-01,1.08,0.24,0.03,1.33,-1.29,-0.24,-9.75E-01,-3.83E-01,-1.15E-02,2.56E+00,6.99E-01,0.00E+00,1.28E+00,6.99E-01,2.22E-01,-4.61E+00,-2.57E+00,-9.07E-01,-4.61E+00,-2.57E+00,-9.07E-01,-2.85E+00,-1.19E+00,-2.73E-01,-1.91E+00,-7.82E-01,-1.35E-01,-7.74E-01,-5.52E-01,-1.27E-02,1.75E-02,2.65E-01,1.09E-01,6.26E-01,5.80E-01,2.51E-01,1.08,0.24,0.03,1.33,-1.29,-0.24,-9.75E-01,-3.83E-01,-1.15E-02,2.56E+00,6.99E-01,0.00E+00,1.28E+00,6.99E-01,2.22E-01,-4.61E+00,-2.57E+00,-9.07E-01,-4.61E+00,-2.57E+00,-9.07E-01,-2.85E+00,-1.19E+00,-2.73E-01,-1.91E+00,-7.82E-01,-1.35E-01,-7.74E-01,-5.52E-01,-1.27E-02,1.75E-02,2.65E-01,1.09E-01,6.26E-01,5.80E-01,2.51E-01
1.87,-1.26,1.36,0.71,0.75,0.79,-9.76E-01,-2.84E-01,4.95E-02,-1.27E+00,-6.80E-01,2.35E-01,1.27E+00,6.80E-01,2.35E-01,-4.37E+00,-2.05E+00,-1.51E+00,-4.37E+00,-2.05E+00,-1.51E+00,-2.86E+00,-9.38E-01,-1.86E-01,-1.85E+00,-7.04E-01,-7.97E-02,-8.09E-01,-4.98E-01,4.24E-02,5.26E-02,2.96E-01,1.69E-01,5.83E-01,5.53E-01,3.34E-01,1.87,-1.26,1.36,0.71,0.75,0.79,-9.76E-01,-2.84E-01,4.95E-02,-1.27E+00,-6.80E-01,2.35E-01,1.27E+00,6.80E-01,2.35E-01,-4.37E+00,-2.05E+00,-1.51E+00,-4.37E+00,-2.05E+00,-1.51E+00,-2.86E+00,-9.38E-01,-1.86E-01,-1.85E+00,-7.04E-01,-7.97E-02,-8.09E-01,-4.98E-01,4.24E-02,5.26E-02,2.96E-01,1.69E-01,5.83E-01,5.53E-01,3.34E-01,1.87,-1.26,1.36,0.71,0.75,0.79,-9.76E-01,-2.84E-01,4.95E-02,-1.27E+00,-6.80E-01,2.35E-01,1.27E+00,6.80E-01,2.35E-01,-4.37E+00,-2.05E+00,-1.51E+00,-4.37E+00,-2.05E+00,-1.51E+00,-2.86E+00,-9.38E-01,-1.86E-01,-1.85E+00,-7.04E-01,-7.97E-02,-8.09E-01,-4.98E-01,4.24E-02,5.26E-02,2.96E-01,1.69E-01,5.83E-01,5.53E-01,3.34E-01,1.87,-1.26,1.36,0.71,0.75,0.79,-9.76E-01,-2.84E-01,4.95E-02,-1.27E+00,-6.80E-01,2.35E-01,1.27E+00,6.80E-01,2.35E-01,-4.37E+00,-2.05E+00,-1.51E+00,-4.37E+00,-2.05E+00,-1.51E+00,-2.86E+00,-9.38E-01,-1.86E-01,-1.85E+00,-7.04E-01,-7.97E-02,-8.09E-01,-4.98E-01,4.24E-02,5.26E-02,2.96E-01,1.69E-01,5.83E-01,5.53E-01,3.34E-01
-0.39,1.17,0.19,-0.11,-1.27,1.33,-9.81E-01,-2.89E-01,7.88E-02,1.29E+00,1.57E+00,0.00E+00,1.29E+00,7.84E-01,2.09E-01,-4.44E+00,-2.30E+00,-5.45E-01,-4.44E+00,-2.30E+00,-5.45E-01,-2.92E+00,-9.76E-01,-1.51E-01,-1.91E+00,-7.43E-01,-6.39E-02,-8.05E-01,-5.29E-01,6.21E-02,4.48E-02,3.50E-01,1.76E-01,6.03E-01,5.80E-01,3.54E-01,-0.39,1.17,0.19,-0.11,-1.27,1.33,-9.81E-01,-2.89E-01,7.88E-02,1.29E+00,1.57E+00,0.00E+00,1.29E+00,7.84E-01,2.09E-01,-4.44E+00,-2.30E+00,-5.45E-01,-4.44E+00,-2.30E+00,-5.45E-01,-2.92E+00,-9.76E-01,-1.51E-01,-1.91E+00,-7.43E-01,-6.39E-02,-8.05E-01,-5.29E-01,6.21E-02,4.48E-02,3.50E-01,1.76E-01,6.03E-01,5.80E-01,3.54E-01,-0.39,1.17,0.19,-0.11,-1.27,1.33,-9.81E-01,-2.89E-01,7.88E-02,1.29E+00,1.57E+00,0.00E+00,1.29E+00,7.84E-01,2.09E-01,-4.44E+00,-2.30E+00,-5.45E-01,-4.44E+00,-2.30E+00,-5.45E-01,-2.92E+00,-9.76E-01,-1.51E-01,-1.91E+00,-7.43E-01,-6.39E-02,-8.05E-01,-5.29E-01,6.21E-02,4.48E-02,3.50E-01,1.76E-01,6.03E-01,5.80E-01,3.54E-01,-0.39,1.17,0.19,-0.11,-1.27,1.33,-9.81E-01,-2.89E-01,7.88E-02,1.29E+00,1.57E+00,0.00E+00,1.29E+00,7.84E-01,2.09E-01,-4.44E+00,-2.30E+00,-5.45E-01,-4.44E+00,-2.30E+00,-5.45E-01,-2.92E+00,-9.76E-01,-1.51E-01,-1.91E+00,-7.43E-01,-6.39E-02,-8.05E-01,-5.29E-01,6.21E-02,4.48E-02,3.50E-01,1.76E-01,6.03E-01,5.80E-01,3.54E-01
-0.07,-0.75,1.83,-1.73,-1.45,1.73,-9.63E-01,-2.96E-01,8.73E-02,1.32E+00,7.13E-01,0.00E+00,1.32E+00,7.13E-01,2.55E-01,-4.67E+00,-2.16E+00,-1.04E+00,-4.67E+00,-2.16E+00,-1.04E+00,-3.00E+00,-1.10E+00,-1.66E-01,-1.81E+00,-7.66E-01,-7.18E-02,-7.86E-01,-5.02E-01,5.82E-02,4.87E-02,3.70E-01,2.16E-01,6.57E-01,6.54E-01,4.05E-01,-0.07,-0.75,1.83,-1.73,-1.45,1.73,-9.63E-01,-2.96E-01,8.73E-02,1.32E+00,7.13E-01,0.00E+00,1.32E+00,7.13E-01,2.55E-01,-4.67E+00,-2.16E+00,-1.04E+00,-4.67E+00,-2.16E+00,-1.04E+00,-3.00E+00,-1.10E+00,-1.66E-01,-1.81E+00,-7.66E-01,-7.18E-02,-7.86E-01,-5.02E-01,5.82E-02,4.87E-02,3.70E-01,2.16E-01,6.57E-01,6.54E-01,4.05E-01,-0.07,-0.75,1.83,-1.73,-1.45,1.73,-9.63E-01,-2.96E-01,8.73E-02,1.32E+00,7.13E-01,0.00E+00,1.32E+00,7.13E-01,2.55E-01,-4.67E+00,-2.16E+00,-1.04E+00,-4.67E+00,-2.16E+00,-1.04E+00,-3.00E+00,-1.10E+00,-1.66E-01,-1.81E+00,-7.66E-01,-7.18E-02,-7.86E-01,-5.02E-01,5.82E-02,4.87E-02,3.70E-01,2.16E-01,6.57E-01,6.54E-01,4.05E-01,-0.07,-0.75,1.83,-1.73,-1.45,1.73,-9.63E-01,-2.96E-01,8.73E-02,1.32E+00,7.13E-01,0.00E+00,1.32E+00,7.13E-01,2.55E-01,-4.67E+00,-2.16E+00,-1.04E+00,-4.67E+00,-2.16E+00,-1.04E+00,-3.00E+00,-1.10E+00,-1.66E-01,-1.81E+00,-7.66E-01,-7.18E-02,-7.86E-01,-5.02E-01,5.82E-02,4.87E-02,3.70E-01,2.16E-01,6.57E-01,6.54E-01,4.05E-01
-0.67,-0.34,-0.26,1.33,-0.38,-1.55,-9.82E-01,-3.22E-01,1.08E-01,2.58E+00,0.00E+00,-2.07E-01,1.29E+00,7.34E-01,2.07E-01,-4.66E+00,-2.27E+00,-4.23E-01,-4.66E+00,-2.27E+00,-4.23E-01,-2.90E+00,-1.12E+00,-1.23E-01,-1.99E+00,-7.63E-01,-3.63E-02,-8.52E-01,-5.49E-01,8.18E-02,4.87E-02,3.11E-01,2.32E-01,6.57E-01,5.91E-01,3.77E-01,-0.67,-0.34,-0.26,1.33,-0.38,-1.55,-9.82E-01,-3.22E-01,1.08E-01,2.58E+00,0.00E+00,-2.07E-01,1.29E+00,7.34E-01,2.07E-01,-4.66E+00,-2.27E+00,-4.23E-01,-4.66E+00,-2.27E+00,-4.23E-01,-2.90E+00,-1.12E+00,-1.23E-01,-1.99E+00,-7.63E-01,-3.63E-02,-8.52E-01,-5.49E-01,8.18E-02,4.87E-02,3.11E-01,2.32E-01,6.57E-01,5.91E-01,3.77E-01,-0.67,-0.34,-0.26,1.33,-0.38,-1.55,-9.82E-01,-3.22E-01,1.08E-01,2.58E+00,0.00E+00,-2.07E-01,1.29E+00,7.34E-01,2.07E-01,-4.66E+00,-2.27E+00,-4.23E-01,-4.66E+00,-2.27E+00,-4.23E-01,-2.90E+00,-1.12E+00,-1.23E-01,-1.99E+00,-7.63E-01,-3.63E-02,-8.52E-01,-5.49E-01,8.18E-02,4.87E-02,3.11E-01,2.32E-01,6.57E-01,5.91E-01,3.77E-01,-0.67,-0.34,-0.26,1.33,-0.38,-1.55,-9.82E-01,-3.22E-01,1.08E-01,2.58E+00,0.00E+00,-2.07E-01,1.29E+00,7.34E-01,2.07E-01,-4.66E+00,-2.27E+00,-4.23E-01,-4.66E+00,-2.27E+00,-4.23E-01,-2.90E+00,-1.12E+00,-1.23E-01,-1.99E+00,-7.63E-01,-3.63E-02,-8.52E-01,-5.49E-01,8.18E-02,4.87E-02,3.11E-01,2.32E-01,6.57E-01,5.91E-01,3.77E-01
-0.39,-1.27,-0.59,0.68,-1.41,0.94,-9.75E-01,-3.40E-01,5.85E-02,1.29E+00,1.36E+00,2.27E-01,1.29E+00,6.81E-01,2.27E-01,-4.19E+00,-2.58E+00,-1.06E+00,-4.19E+00,-2.58E+00,-1.06E+00,-2.85E+00,-1.15E+00,-1.86E-01,-1.87E+00,-7.55E-01,-7.57E-02,-7.78E-01,-5.25E-01,5.42E-02,9.70E-03,3.04E-01,1.80E-01,6.07E-01,6.23E-01,3.26E-01,-0.39,-1.27,-0.59,0.68,-1.41,0.94,-9.75E-01,-3.40E-01,5.85E-02,1.29E+00,1.36E+00,2.27E-01,1.29E+00,6.81E-01,2.27E-01,-4.19E+00,-2.58E+00,-1.06E+00,-4.19E+00,-2.58E+00,-1.06E+00,-2.85E+00,-1.15E+00,-1.86E-01,-1.87E+00,-7.55E-01,-7.57E-02,-7.78E-01,-5.25E-01,5.42E-02,9.70E-03,3.04E-01,1.80E-01,6.07E-01,6.23E-01,3.26E-01,-0.39,-1.27,-0.59,0.68,-1.41,0.94,-9.75E-01,-3.40E-01,5.85E-02,1.29E+00,1.36E+00,2.27E-01,1.29E+00,6.81E-01,2.27E-01,-4.19E+00,-2.58E+00,-1.06E+00,-4.19E+00,-2.58E+00,-1.06E+00,-2.85E+00,-1.15E+00,-1.86E-01,-1.87E+00,-7.55E-01,-7.57E-02,-7.78E-01,-5.25E-01,5.42E-02,9.70E-03,3.04E-01,1.80E-01,6.07E-01,6.23E-01,3.26E-01,-0.39,-1.27,-0.59,0.68,-1.41,0.94,-9.75E-01,-3.40E-01,5.85E-02,1.29E+00,1.36E+00,2.27E-01,1.29E+00,6.81E-01,2.27E-01,-4.19E+00,-2.58E+00,-1.06E+00,-4.19E+00,-2.58E+00,-1.06E+00,-2.85E+00,-1.15E+00,-1.86E-01,-1.87E+00,-7.55E-01,-7.57E-02,-7.78E-01,-5.25E-01,5.42E-02,9.70E-03,3.04E-01,1.80E-01,6.07E-01,6.23E-01,3.26E-01
-1.79,1.71,-0.74,0.06,-1.72,-1.94,-9.66E-01,-2.75E-01,6.86E-02,2.56E+00,8.02E-01,-2.14E-01,1.28E+00,8.02E-01,2.14E-01,-4.94E+00,-2.68E+00,-8.01E-01,-4.94E+00,-2.68E+00,-8.01E-01,-2.91E+00,-1.10E+00,-1.55E-01,-1.92E+00,-7.43E-01,-5.60E-02,-7.66E-01,-4.98E-01,5.03E-02,-1.90E-03,3.77E-01,1.76E-01,5.75E-01,7.08E-01,3.34E-01,-1.79,1.71,-0.74,0.06,-1.72,-1.94,-9.66E-01,-2.75E-01,6.86E-02,2.56E+00,8.02E-01,-2.14E-01,1.28E+00,8.02E-01,2.14E-01,-4.94E+00,-2.68E+00,-8.01E-01,-4.94E+00,-2.68E+00,-8.01E-01,-2.91E+00,-1.10E+00,-1.55E-01,-1.92E+00,-7.43E-01,-5.60E-02,-7.66E-01,-4.98E-01,5.03E-02,-1.90E-03,3.77E-01,1.76E-01,5.75E-01,7.08E-01,3.34E-01,-1.79,1.71,-0.74,0.06,-1.72,-1.94,-9.66E-01,-2.75E-01,6.86E-02,2.56E+00,8.02E-01,-2.14E-01,1.28E+00,8.02E-01,2.14E-01,-4.94E+00,-2.68E+00,-8.01E-01,-4.94E+00,-2.68E+00,-8.01E-01,-2.91E+00,-1.10E+00,-1.55E-01,-1.92E+00,-7.43E-01,-5.60E-02,-7.66E-01,-4.98E-01,5.03E-02,-1.90E-03,3.77E-01,1.76E-01,5.75E-01,7.08E-01,3.34E-01,-1.79,1.71,-0.74,0.06,-1.72,-1.94,-9.66E-01,-2.75E-01,6.86E-02,2.56E+00,8.02E-01,-2.14E-01,1.28E+00,8.02E-01,2.14E-01,-4.94E+00,-2.68E+00,-8.01E-01,-4.94E+00,-2.68E+00,-8.01E-01,-2.91E+00,-1.10E+00,-1.55E-01,-1.92E+00,-7.43E-01,-5.60E-02,-7.66E-01,-4.98E-01,5.03E-02,-1.90E-03,3.77E-01,1.76E-01,5.75E-01,7.08E-01,3.34E-01
-1.15,-1.91,-1.15,1.04,0.88,-1.71,-9.73E-01,-3.41E-01,6.35E-02,2.58E+00,7.67E-01,4.98E-01,1.29E+00,7.67E-01,2.49E-01,-4.96E+00,-2.62E+00,-7.34E-01,-4.96E+00,-2.62E+00,-7.34E-01,-2.87E+00,-1.16E+00,-1.86E-01,-1.89E+00,-7.74E-01,-9.54E-02,-7.55E-01,-5.02E-01,3.06E-02,2.53E-02,3.00E-01,1.88E-01,6.26E-01,6.30E-01,3.66E-01,-1.15,-1.91,-1.15,1.04,0.88,-1.71,-9.73E-01,-3.41E-01,6.35E-02,2.58E+00,7.67E-01,4.98E-01,1.29E+00,7.67E-01,2.49E-01,-4.96E+00,-2.62E+00,-7.34E-01,-4.96E+00,-2.62E+00,-7.34E-01,-2.87E+00,-1.16E+00,-1.86E-01,-1.89E+00,-7.74E-01,-9.54E-02,-7.55E-01,-5.02E-01,3.06E-02,2.53E-02,3.00E-01,1.88E-01,6.26E-01,6.30E-01,3.66E-01,-1.15,-1.91,-1.15,1.04,0.88,-1.71,-9.73E-01,-3.41E-01,6.35E-02,2.58E+00,7.67E-01,4.98E-01,1.29E+00,7.67E-01,2.49E-01,-4.96E+00,-2.62E+00,-7.34E-01,-4.96E+00,-2.62E+00,-7.34E-01,-2.87E+00,-1.16E+00,-1.86E-01,-1.89E+00,-7.74E-01,-9.54E-02,-7.55E-01,-5.02E-01,3.06E-02,2.53E-02,3.00E-01,1.88E-01,6.26E-01,6.30E-01,3.66E-01,-1.15,-1.91,-1.15,1.04,0.88,-1.71,-9.73E-01,-3.41E-01,6.35E-02,2.58E+00,7.67E-01,4.98E-01,1.29E+00,7.67E-01,2.49E-01,-4.96E+00,-2.62E+00,-7.34E-01,-4.96E+00,-2.62E+00,-7.34E-01,-2.87E+00,-1.16E+00,-1.86E-01,-1.89E+00,-7.74E-01,-9.54E-02,-7.55E-01,-5.02E-01,3.06E-02,2.53E-02,3.00E-01,1.88E-01,6.26E-01,6.30E-01,3.66E-01
